Platform,Q14_1_portion,Q14_2_portion,Q14_3_portion,Q14_4_portion,Q14_5_portion,Q14_6_portion,Q14_7_portion,Q14_8_portion,Q14_9_portion,Q14_10_portion,Q14_11_portion,Q14_12_portion,Q14_13_portion,Q14_15_portion,Q14_14_portion
Android,0.263067987701,0.286641612573,0.185172531602,0.184830884865,0.053638537752,0.171848308849,0.0960027331739,0.191663819611,0.126409292791,0.269559275709,0.278100444141,0.238811069354,0.257601639904,0.325589340622,0.0228903313973
Apple,0.332451499118,0.400352733686,0.253086419753,0.259259259259,0.0811287477954,0.258377425044,0.168430335097,0.212522045855,0.162257495591,0.250440917108,0.404761904762,0.266313932981,0.334215167549,0.433862433862,0.00793650793651
