,Platform,Q14_1,Q14_2,Q14_3,Q14_4,Q14_5,Q14_6,Q14_7,Q14_8,Q14_9,Q14_10,Q14_11,Q14_12,Q14_13,Q14_15,Q14_14
5445,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5447,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5448,Android,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0
5449,Android,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
5450,Android,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
5451,Android,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5453,Apple,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
5454,Apple,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0
5455,Android,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
5460,Android,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5461,Android,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5462,Apple,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0
5464,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5465,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5466,Apple,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
5470,Android,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0
5471,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5473,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5474,Android,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
5475,Android,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0
5477,Android,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5480,Android,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5482,Android,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
5484,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5486,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5490,Android,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0
5491,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5493,Android,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
5495,Android,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5496,Android,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5497,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5499,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5501,Android,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
5503,Apple,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5505,Apple,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5507,Android,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
5508,Apple,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
5509,Android,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5511,Apple,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
5512,Apple,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0
5518,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5522,Android,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
5523,Apple,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5524,Android,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5525,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5526,Apple,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0
5527,Android,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0
5528,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5529,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5530,Android,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
5533,Apple,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0
5534,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5535,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5536,Android,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0
5537,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5539,Android,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0
5540,Android,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0
5542,Apple,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5544,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5548,Apple,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
5550,Android,1,1,0,0,0,0,0,0,1,0,1,1,0,1,0
5552,Android,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
5555,Android,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
5558,Apple,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
5561,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5562,Android,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0
5564,Android,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5571,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5572,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5575,Apple,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5581,Android,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0
5582,Android,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0
5585,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5586,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5587,Android,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
5588,Android,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0
5591,Android,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5592,Android,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
5593,Android,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0
5596,Android,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
5597,Android,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0
5600,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5601,Android,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5603,Apple,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5605,Apple,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0
5608,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5609,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5610,Apple,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0
5612,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5613,Android,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
5614,Android,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
5615,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5616,Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5620,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5621,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5623,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5627,Android,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5628,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5629,Apple,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0
5632,Apple,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
5635,Android,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
5636,Apple,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5639,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5640,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5641,Android,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
5645,Android,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5647,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5648,Android,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0
5653,Android,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
5657,Apple,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
5661,Apple,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
5663,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5664,Android,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0
5667,Android,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
5668,Android,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0
5670,Apple,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5671,Apple,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5672,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5677,Android,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0
5678,Android,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0
5679,Android,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0
5680,Android,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0
5681,Apple,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0
5686,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5687,Apple,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5688,Apple,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
5689,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5690,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5691,Android,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
5692,Android,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5693,Apple,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0
5695,Android,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0
5696,Android,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0
5701,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5702,Apple,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5710,Android,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5711,Apple,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
5712,Apple,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
5714,Apple,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
5717,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5721,Android,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
5722,Android,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0
5723,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5726,Android,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0
5728,Apple,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
5730,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5731,Android,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
5736,Apple,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0
5737,Apple,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
5738,Android,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0
5739,Apple,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5740,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5742,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5744,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5745,Android,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0
5748,Android,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
5749,Android,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0
5750,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5752,Android,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
5757,Apple,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5758,Apple,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
5759,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5761,Apple,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
5764,Apple,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0
5765,Android,1,1,0,0,0,1,0,0,1,0,1,1,1,1,0
5769,Android,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0
5771,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5772,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5773,Android,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0
5775,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5777,Apple,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5778,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5779,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5781,Apple,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5784,Android,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
5785,Android,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5788,Apple,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0
5790,Android,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0
5791,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5792,Apple,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
5795,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5796,Apple,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
5797,Android,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0
5798,Apple,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0
5800,Android,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0
5805,Apple,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5806,Android,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5807,Apple,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5810,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5812,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5814,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
5816,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5819,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5820,Apple,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0
5821,Android,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0
5822,Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5823,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5824,Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5825,Android,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0
5826,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5831,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5835,Android,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0
5836,Apple,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5837,Android,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0
5840,Android,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
5841,Android,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0
5842,Android,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
5844,Android,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
5846,Android,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
5848,Android,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
5849,Android,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
5850,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5851,Android,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0
5853,Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5854,Android,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0
5855,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5856,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5860,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5861,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5863,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5864,Apple,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5866,Android,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0
5867,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5868,Apple,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0
5869,Apple,1,1,0,0,0,1,1,1,0,0,1,0,1,1,0
5870,Apple,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
5874,Android,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
5878,Apple,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0
5879,Android,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
5880,Android,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5881,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5883,Android,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5884,Android,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
5885,Android,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
5886,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5887,Android,1,1,0,0,1,0,0,0,0,1,1,1,1,1,0
5888,Apple,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5889,Android,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
5893,Android,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
5897,Android,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0
5899,Apple,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
5900,Apple,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0
5901,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5903,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5905,Android,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5906,Apple,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0
5908,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5909,Android,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
5913,Android,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
5915,Apple,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0
5919,Android,1,1,1,1,0,0,0,0,0,1,0,1,1,0,0
5920,Apple,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5922,Apple,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0
5924,Apple,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5925,Android,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
5927,Android,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
5928,Apple,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
5929,Android,1,0,1,0,0,1,0,1,0,1,1,1,1,1,0
5931,Apple,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
5934,Apple,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1
5936,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5937,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5940,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
5944,Android,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0
5945,Apple,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0
5949,Apple,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5950,Android,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
5951,Apple,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
5952,Android,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5953,Android,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0
5954,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
5956,Android,0,1,1,0,0,0,1,1,0,1,0,0,1,1,0
5958,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5959,Android,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
5965,Apple,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5966,Apple,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
5967,Android,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0
5969,Apple,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5970,Apple,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0
5971,Android,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5974,Android,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
5975,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5977,Android,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
5979,Android,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0
5980,Android,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
5982,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5984,Apple,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
5985,Apple,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5986,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5987,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5988,Android,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0
5989,Android,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
5990,Android,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5991,Android,1,1,0,0,0,0,0,1,0,1,1,1,1,1,0
5992,Android,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5994,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5995,Android,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
5997,Android,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
5999,Android,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
6003,Android,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6004,Android,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6007,Apple,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0
6008,Android,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0
6011,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6012,Apple,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6014,Apple,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6017,Apple,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6021,Android,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6024,Android,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0
6025,Apple,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
6026,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6028,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6031,Android,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
6032,Android,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6035,Android,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6037,Android,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0
6038,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6040,Apple,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
6041,Android,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0
6042,Apple,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0
6045,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6047,Android,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
6049,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6051,Android,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6052,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6053,Apple,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
6054,Android,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0
6055,Android,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
6057,Apple,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
6063,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6065,Apple,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0
6066,Apple,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0
6070,Apple,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
6074,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6075,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6080,Android,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0
6083,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6084,Apple,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6085,Android,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
6088,Android,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0
6091,Android,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6093,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6094,Android,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0
6098,Apple,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6103,Android,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0
6104,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6106,Android,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
6107,Android,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0
6110,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6111,Android,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
6112,Apple,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
6113,Android,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0
6114,Android,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
6116,Apple,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6117,Android,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
6120,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6121,Android,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0
6123,Android,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6125,Apple,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6127,Apple,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6131,Android,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0
6132,Android,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
6133,Android,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0
6135,Android,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0
6136,Android,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
6137,Android,1,0,0,1,0,0,0,1,0,1,1,1,0,1,0
6138,Android,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0
6141,Android,1,1,0,1,0,0,0,1,0,1,0,1,1,1,0
6144,Android,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6145,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6146,Android,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6148,Android,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0
6149,Apple,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0
6150,Apple,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6152,Android,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6153,Apple,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
6154,Apple,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6156,Android,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
6157,Android,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6159,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6163,Apple,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
6165,Android,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6169,Android,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0
